ID,Grupo,Torre,Ambiente,Nivel de presión sonora (dB),Nivel de iluminancia,Temperatura ambiental,N° de personas presentes,N° de tomacorrientes disponibles,Cant de luminarias,Fuente de luz,Fuente de ruido,Propósito,Distractores,Frecuencia de uso del ambiente,Nivel de conservación,Nivel de comodidad,Facilidad para estudiar,Intensidad de la luz
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,2,5,4,4,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,1,5,1,1,1
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,1,5,1,1,1
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,1,5,1,1,1
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,1,5,1,1,1
1B3-0705-13,Grupo 5,B,3,132.25,3159.53,22,20,10,0,Natural,Charla de estudiantes,Socialización,Visuales,2,3,3,2,1
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,2,4,3,3,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,3,3,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,2,4,3,3,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,2,4,3,3,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,3,5,3,3,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,3,3,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,3,5,3,3,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,3,5,3,3,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,3,5,4,4,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,2,2,4,4,3
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,2,2,4,4,3
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,2,2,4,4,3
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,3,5,5,5,3
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,4,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,3,4,4,4,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,3,4,4,4,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,1,4,3,3,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,1,4,3,3,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,1,4,3,3,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,1,4,3,3,2
10A1-0705-09,Grupo 6,A,1,55,9500,23,3,5,15,Mixta,Pasillos,Estudio,Auditivos,1,4,4,4,3
10A2-0705-09,Grupo 6,A,2,40,9000,23,2,0,12,Mixta,Pasillos,Descanso,Tecnológicos,2,5,4,4,3
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,2,4,2,3,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,2,3,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,2,4,2,3,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,2,4,2,3,2
2A1-0705-13,Grupo 3,A,1,155.4,950.8,23,6,6,6,Mixta,Tráfico vehicular,Estudio,Auditivos,2,4,3,3,2
2A1-0705-13,Grupo 3,A,1,154.5,982.5,24,6,16,10,Mixta,Tráfico vehicular,Estudio,Auditivos,2,4,3,3,2
2A1-0705-13,Grupo 3,A,1,155.4,950.8,23,6,6,6,Mixta,Tráfico vehicular,Estudio,Auditivos,3,5,4,4,2
2A1-0705-13,Grupo 3,A,1,154.5,982.5,24,6,16,10,Mixta,Tráfico vehicular,Estudio,Auditivos,3,5,4,4,2
2A1-0705-13,Grupo 3,A,1,155.4,950.8,23,6,6,6,Mixta,Tráfico vehicular,Estudio,Auditivos,1,4,3,2,2
2A1-0705-13,Grupo 3,A,1,154.5,982.5,24,6,16,10,Mixta,Tráfico vehicular,Estudio,Auditivos,1,4,3,2,2
1S3-0705-13,Grupo 3,S,3,152.4,253.7,25,3,2,2,Artificial,Charla de estudiantes,Tránsito,Tecnológicos,3,5,5,5,2
1S3-0705-13,Grupo 3,S,3,152.4,253.7,25,3,2,2,Artificial,Charla de estudiantes,Tránsito,Tecnológicos,3,4,4,5,3
1S3-0705-13,Grupo 3,S,3,152.4,253.7,25,3,2,2,Artificial,Charla de estudiantes,Tránsito,Tecnológicos,3,3,3,2,1
1S1-0705-13,Grupo 3,S,1,147.4,75910.2,26,8,7,8,Natural,Charla de estudiantes,Socialización,Visuales,3,3,4,3,2
1S1-0705-13,Grupo 3,S,1,147.4,75910.2,26,8,7,8,Natural,Charla de estudiantes,Socialización,Visuales,2,5,4,1,2
1B3-0705-13,Grupo 5,B,3,132.25,3159.53,22,20,10,0,Natural,Charla de estudiantes,Socialización,Visuales,1,4,4,2,2
1B3-0705-13,Grupo 5,B,3,132.25,3159.53,22,20,10,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,2
1B3-0705-13,Grupo 5,B,3,132.25,3159.53,22,20,10,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,3,4,2
1B3-0705-13,Grupo 5,B,3,132.25,3159.53,22,20,10,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,3,2,3
1B3-0705-13,Grupo 5,B,3,132.25,3159.53,22,20,10,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,3,2
1S1-0705-13,Grupo 3,S,1,147.4,75910.2,26,8,7,8,Natural,Charla de estudiantes,Socialización,Visuales,2,4,3,1,3
1S1-0705-13,Grupo 3,S,1,147.4,75910.2,26,8,7,8,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0705-13,Grupo 3,S,1,147.4,75910.2,26,8,7,8,Natural,Charla de estudiantes,Socialización,Visuales,1,4,3,1,2
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,5,5,4,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,2,3,3,4,2
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,1,3,4,5,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,4,4,5,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,4,5,5,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,4,4,5,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,1,3,4,5,2
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,2,3,5,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,3,5,3,3
10A2-0705-13,Grupo 6,A,2,152.76,148.97,22,10,30,14,Mixta,Pasillos,Descanso,Tecnológicos,3,5,5,5,3
1S1-0705-13,Grupo 3,S,1,147.4,75910.2,26,8,7,8,Natural,Charla de estudiantes,Socialización,Visuales,3,3,3,2,3
1B3-0705-18,Grupo 5,B,3,132.51,76.03,20,8,10,0,Natural,Tráfico vehicular,Socialización,Visuales,2,4,5,1,1
1B3-0705-18,Grupo 5,B,3,132.51,76.03,20,8,10,0,Natural,Tráfico vehicular,Socialización,Visuales,2,3,4,2,1
1B3-0705-18,Grupo 5,B,3,132.51,76.03,20,8,10,0,Natural,Tráfico vehicular,Socialización,Visuales,1,2,5,1,1
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,3,4,3,4,2
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,1,5,5,3,2
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,3,4,2,4,2
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,3,4,5,5,3
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,3,3,3,3,3
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,2,5,3,4,2
1B3-0705-18,Grupo 5,B,3,132.51,76.03,20,8,10,0,Natural,Tráfico vehicular,Socialización,Visuales,1,3,3,3,1
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,3,5,5,5,2
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,2,5,3,4,1
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,2,5,3,4,1
1B1-0705-18,Grupo 5,B,1,136.77,197.65,22,11,1,25,Artificial,Charla de estudiantes,Alimentación,Auditivos,2,4,2,2,3
1B1-0705-09,Grupo 5,B,1,143.82,83.57,23,16,1,0,Natural,Charla de estudiantes,Alimentación,Auditivos,2,4,3,2,1
1B1-0705-09,Grupo 5,B,1,143.82,83.57,23,16,1,0,Natural,Charla de estudiantes,Alimentación,Auditivos,2,4,3,2,1
1B1-0705-09,Grupo 5,B,1,143.82,83.57,23,16,1,0,Natural,Charla de estudiantes,Alimentación,Auditivos,1,4,1,1,1
1B2-0705-09,Grupo 5,B,2,135.59,1624.36,23,3,0,0,Natural,Charla de estudiantes,Socialización,Auditivos,1,5,4,2,2
1B2-0705-09,Grupo 5,B,2,135.59,1624.36,23,3,0,0,Natural,Charla de estudiantes,Socialización,Auditivos,1,4,4,2,2
1B2-0705-09,Grupo 5,B,2,135.59,1624.36,23,3,0,0,Natural,Charla de estudiantes,Socialización,Auditivos,1,4,4,3,2
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,2,4,5,3,2
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,3,4,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,3,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,5,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,4,4,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,112.55,356.89,18,15,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,87.56,321.76,18,16,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,4,5,5,3
1S1-0805-13,Grupo 8,S,1,123.64,478.9,18,23,8,0,Natural,Charla de estudiantes,Socialización,Auditivos,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,118.67,523.87,18,19,8,0,Natural,Charla de estudiantes,Descanso,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,98.76,478.9,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,89.76,435.76,18,20,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,103.45,298.67,18,23,0,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,114.55,476.58,18,22,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,96.46,348.91,18,21,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,124.67,382.34,18,19,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
1S1-0805-13,Grupo 8,S,1,87.56,245.89,18,18,8,0,Natural,Charla de estudiantes,Socialización,Visuales,3,5,5,4,3
